airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
Thai Airways,Recently upgraded so the furnishings and carpets are new. The Business and First Class lounge reception desk is right outside the First Class lounge door so there is constant noise coming from the reception desk into the lounge . The hot food on offer looks awful and would be best avoided. There are no showers in the lounge and the drinks refrigerator needs repairing. The only upside to this lounge is that it is not as crowded as the Business lounge.,Paris CDG Airport,3.0,3,3,2.0,2.0,2.0,4.0,2.0,no
Thai Airways,A very crowded lounge at Suvarnabhumi Airport. The seats are okay specially the new ones by the entrance. They only serve snacks like spring rolls small pies etc. and sandwiches. They serve whisky gin cognac etc but no wine at all! We asked for red wine and one of the ladies working there came up with red Martini fantastic! You are forced to drink heavy liquor in stead of wine. I think it is the only lounge I have been to which has this very bad policy. They used to have wine and even cocktails but they have changed. We love Thai Airways but not their lounge at Bkk Airport! I really hope we will be able to get wine again.,Bangkok Suvarnabhumi Airport,3.0,3,5,1.0,2.0,5.0,5.0,3.0,no
Thai Airways,Disappointing experience yet again. I do not understand why this lounge is so poor in choice of snacks and beverages for Thai's premium passengers. It used to be top line now it's below mediocre. I'm switching back to Singapore Airlines for my monthly travels to and from Bangkok. With SQ I get much more value for a slightly higher price all the way including on the ground.,Bangkok Suvarnabhumi Airport,2.0,3,3,1.0,1.0,1.0,4.0,4.0,no
Thai Airways,"I used this lounge from flying with Qatar Airways Business class. This lounge is getting worse every time I visit. Despite consistent service at the reception and cleaning after customers the food and drink selection is smaller and worse. The microwave heated puffs and dim-sums are now ""not quite there"". They are left empty for at least 30 mins until I asked a staff what was wrong. Occasionally the staff would have a table full of instant ramen noodles. Making me wonder now if this was a true business class lounge or a ""free-for-all customers"" lounge provided by another neighboring airline. Most seats are still grouped in 4. Making it appear more crowded almost automatically.",Bangkok Suvarnabhumi Airport,3.0,3,4,1.0,2.0,3.0,5.0,5.0,no
Thai Airways,Sitting in the lounge at the moment. This is one of the best if not the best lounge I have been to. In particular the service is exceptional.,Bangkok Suvarnabhumi Airport,5.0,5,5,4.0,5.0,5.0,5.0,5.0,yes
Thai Airways,TG in its hub goes on with a terrible lounge that has been there for a long time. The airport is very modern but the lounge is run down with old and uncomfortable seats. Food and drinks very basic; no wine no beer. No announcements which is standard in lunges but something unbelievable no screen with departing flights we nearly missed ours as it was miles away from the lounge.,Bangkok Suvarnabhumi Airport,3.0,2,3,2.0,2.0,3.0,4.0,2.0,no
Thai Airways,Royal First Lounge prior to taking night flight with Thai to LHR. As usual the staff are plentiful friendly and efficient. I have only two negative points about this lounge. The first is the design fault which allows all the noise of the concourse into the lounge as the plate glass windows have large areas open to the main terminal area. This is particularly noticeable in the private sitting rooms. The second also relates to those sitting rooms. Although comfortable they have one draw back. It is very difficult to get the attention of staff without getting up and going to the corridor which runs along the front of the row of sitting rooms. Staff are always passing by but never glance into the rooms. This problem could be easily solved by adding a call button which switched a light outside the room. Possibly too it is time to at least clean if not replace some of the carpets in the sitting rooms.,Bangkok Suvarnabhumi Airport,5.0,5,4,5.0,5.0,5.0,5.0,5.0,yes
Thai Airways,Guest of Swiss as they utilise this Lounge as a Star Alliance member. Crowded due to the number of member flights departing in the 2100-2359 period with seating difficult to find. Within the lounge only beer and soft drinks plus tea and coffee can be self served eventually the bar was located but in the odd location at the bottom of the escalators leading to the lounges (first and business) and before reception. Drinks are dispensed by a bar tender - two staff coping with a packed lounge. To top it off there wasn't a choice of white wine variety there wasn't any white wine at all! For a nation's flag ship carrier which has about five lounges at this airport to have no white wine is astounding and reflects poorly on Swiss which has no say in the matter.,Bangkok Suvarnabhumi Airport,3.0,2,3,1.0,3.0,4.0,4.0,4.0,no
Thai Airways,Found the lounge relaxing with plenty of cold hot snacks available alcohol beer wine and soft drinks available. Spent 3 hours in this lounge with a call at Royal Orchid lounge for a massage. Only complaint is the long walk from one end to the other for the use of the bar. Lounge was quiet so no problems.,Bangkok Suvarnabhumi Airport,4.0,4,4,5.0,4.0,4.0,0.0,4.0,no
Thai Airways,The big let down with the Thai business class lounges is the quality of food they offer. This time I had a pleasant surprise in that they had some very tasty chicken tikka in the hot selection but the rest was the usual poor quality sandwiches hot dog rolls and restricted fruit selection. They also scrimp on some of the drink choices too - especially gin and lack of any wine. As a frequent flyer its a better than average lounge but if paying full business class fare I would not be impressed.,Bangkok Suvarnabhumi Airport,3.0,4,4,3.0,2.0,3.0,4.0,4.0,yes
Thai Airways,My second visit to the lounge in 3 months. No improvement in the quality and choices of food and drinks. The food was unpalatable with such limited choices the lounge placed cup noodles as their best item on offer. As a Singaporean I am well aware that good quality food and drinks are very reasonably priced in this country so why does Thai Airways stinge on this I wonder. The seats are fine and the lounge is quiet. No showers or even toilets available you'll have to use the public toilets outside the lounge. Skip the lounge and head to the restaurants for better food.,Singapore Changi Airport,3.0,3,4,3.0,2.0,1.0,4.0,3.0,no
Thai Airways,The main business class lounge THAI offer their Royal Silk passengers is a worn out place. The seats shows that they are very old and despite the free internet its hardly a place to charge the battery of your computer. I use this lounge many times a year but I am surprised every time I enter the doors. There are two other lounges available however despite the fact that they are newer and cleaner the relatively small lounges are often overcrowded.,Bangkok Suvarnabhumi Airport,3.0,3,3,4.0,4.0,4.0,2.0,4.0,yes
Thai Airways,Spent 2 hours in this lounge at midnight with about 30 wide-bodied flights departing (including Star alliance partners). The lounge was packed full not one seat available. It had clearly been used for hours with dirt and crumbs everywhere. The food was okay at best a couple sandwich selections and some sweets but nothing special. Staff were courteous but don't give out internet password unless you ask for it (after you sit down and get situated its annoying to have to get up and ask). This is supposed to be their flagship lounge and airport- not impressed.,Bangkok Suvarnabhumi Airport,3.0,3,2,2.0,3.0,2.0,3.0,4.0,no
Thai Airways,The lounge was quite clean and calm even though it shared with other Star Alliance customers. Food and Beverage selection was not bad. Plus the view from the lounge was superb.,Hong Kong Airport,3.0,4,5,4.0,4.0,0.0,4.0,3.0,yes
Thai Airways,The service is excellent the food offerings can be selected from an iPad listing and if you wish they book you for a massage in the Royal Spa. There was no aspect of the experience that I could imagine improving and the experience was like no other I have had.,Bangkok Suvarnabhumi Airport,5.0,5,5,5.0,5.0,5.0,5.0,5.0,yes
